legal company name,legal company short code ,legal company pg number,itsm tool name,id itsm tool,secondlevelsupport Itsm tool,thirdlevelsuppert Itsm tool,asset type,ip address,fqdn,hardware name,hwSourceSystem,operating system & version,asset criticality,business service name itsm tool,asset manufacturer,asset model,timezone,system environment,asset lifecycle status,hardware contact name & email adress,IT provider name,data center name,data center city,data center country,application name,applicationID ,application confidentiality,application integrity,application availability,application pci scope,application vulnerability scan frequency,application internet exposure,application legal criticality ,application contact  e-mail address,application contact phone
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.219,lidozrhv209.lidozrh.ch,lidozrhv209,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Etc/UTC,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.139,lidozrhv39.lidozrh.ch,lidozrhv39,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.47,lidozrhv147.lidozrh.ch,lidozrhv147,VMware Virtual Platform,Microsoft Windows 11 Enterprise x64,,Quest KACE,"VMware, Inc.","VMware20,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.188,lidozrhv211.lidozrh.ch,lidozrhv211,VMware Virtual Platform,Microsoft Windows 10 Enterprise LTSC,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.189,lidozrhv212.lidozrh.ch,lidozrhv212,VMware Virtual Platform,Microsoft Windows 10 Enterprise LTSC,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.225,lidozrhv216.lidozrh.ch,lidozrhv216,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Etc/UTC,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.19,lidozrhv80.lidozrh.ch,lidozrhv80,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Etc/UTC,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.142,lidozrhv191-test-ftp.lidozrh.ch,lidozrhv191-test-ftp,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Etc/UTC,Dev/Test,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.217,lidozrhv217.lidozrh.ch,lidozrhv217,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Etc/UTC,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrha010.lidozrh.ch,lidozrha010,Dell Inc. Precision 3660,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 3660,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrha020.lidozrh.ch,lidozrha020,Dell Inc. Precision 3660,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 3660,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrha030.lidozrh.ch,lidozrha030,Dell Inc. Precision 3660,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 3660,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrha040.lidozrh.ch,lidozrha040,Dell Inc. Precision 3660,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 3660,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrha050.lidozrh.ch,lidozrha050,Dell Inc. Precision 3660,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 3660,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.149,lidozrhv149.lidozrh.ch,lidozrhv149,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Etc/UTC,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.153,lidozrhv53.lidozrh.ch,lidozrhv53,VMware Virtual Platform,Microsoft Windows 11 Enterprise x64,,Quest KACE,"VMware, Inc.","VMware20,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.195,node1.lidozrh.ch,node1,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.197,node3.lidozrh.ch,node3,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.196,node2.lidozrh.ch,node2,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.200,lidozrhv127.lidozrh.ch,lidozrhv127,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Zurich,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl117.lidozrh.ch,lidozrhl117,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.46,lidozrhv166.lidozrh.ch,lidozrhv166,VMware Virtual Platform,Microsoft Windows 11 Enterprise x64,,Quest KACE,"VMware, Inc.","VMware20,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,pausanias@lhsystems.com,pausanias@lhsystems.com,virtual server,10.237.89.152,lidozrhv202.lidozrh.ch,lidozrhv202,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,pausanias@lhsystems.com,pausanias@lhsystems.com,virtual server,10.237.89.107,lidozrhv107.lidozrh.ch,lidozrhv107,VMware Virtual Platform,Microsoft Windows Server 2016 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.243,lidozrhv888.lidozrh.ch,lidozrhv888,VMware Virtual Platform,Ubuntu 22.04.5 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Etc/UTC,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl129.lidozrh.ch,lidozrhl129,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,lido.scrum.goat-data@lhsystems.com,lido.scrum.goat-data@lhsystems.com,virtual server,10.237.81.124,lidozrhv133.lidozrh.ch,lidozrhv133,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,LSYFN AMDB Applications,APP-20237,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,lido.scrum.goat-data@lhsystems.com,lido.scrum.goat-data@lhsystems.com,virtual server,10.237.81.123,lidozrhv132.lidozrh.ch,lidozrhv132,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,LSYFN AMDB Applications,APP-20237,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,virtual server,10.237.81.133,lidozrhv134.lidozrh.ch,lidozrhv134,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,physical server,10.237.82.130,lidozrhs30.lidozrh.ch,lidozrhs30,Dell Inc. PowerEdge R760,VMware ESXi 8.0.3,,Quest KACE,Dell Inc.,PowerEdge R760,UTC,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premises,ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,physical server,10.237.82.131,lidozrhs31.lidozrh.ch,lidozrhs31,Dell Inc. PowerEdge R760,VMware ESXi 8.0.3,,Quest KACE,Dell Inc.,PowerEdge R760,UTC,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premises,ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,physical server,10.237.82.132,lidozrhs32.lidozrh.ch,lidozrhs32,Dell Inc. PowerEdge R760,VMware ESXi 8.0.3,,Quest KACE,Dell Inc.,PowerEdge R760,UTC,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premises,ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,physical server,10.237.82.133,lidozrhs33.lidozrh.ch,lidozrhs33,Dell Inc. PowerEdge R760,VMware ESXi 8.0.3,,Quest KACE,Dell Inc.,PowerEdge R760,UTC,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premises,ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,physical server,10.237.82.134,lidozrhs34.lidozrh.ch,lidozrhs34,Dell Inc. PowerEdge R760,VMware ESXi 8.0.3,,Quest KACE,Dell Inc.,PowerEdge R760,UTC,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premises,ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,physical server,10.237.82.135,lidozrhs35.lidozrh.ch,lidozrhs35,Dell Inc. PowerEdge R760,VMware ESXi 8.0.3,,Quest KACE,Dell Inc.,PowerEdge R760,UTC,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN On premises,ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,virtual server,10.237.89.223,lidozrhv223.lidozrh.ch,lidozrhv223,VMware Virtual Platform,Microsoft Windows Server 2016 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,virtual server,10.237.89.125,lidozrhv225.lidozrh.ch,lidozrhv225,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware7,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,virtual server,10.237.81.181,lidozrhv224.lidozrh.ch,lidozrhv224,VMware Virtual Platform,Microsoft Windows Server 2019 Standard x64,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.226,lidozrhv226.lidozrh.ch,lidozrhv226,VMware Virtual Platform,Microsoft Windows 11 Enterprise x64,,Quest KACE,"VMware, Inc.","VMware20,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.227,lidozrhv227.lidozrh.ch,lidozrhv227,VMware Virtual Platform,Microsoft Windows 11 Enterprise x64,,Quest KACE,"VMware, Inc.","VMware20,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.127,lidozrhv230.lidozrh.ch,lidozrhv230,VMware Virtual Platform,Ubuntu 24.04.4 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Etc/UTC,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl136.lidozrh.ch,lidozrhl136,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.81.22,lidozrhv229.lidozrh.ch,lidozrhv229,VMware Virtual Platform,Microsoft Windows Server 2022 Standard x64,,Quest KACE,"VMware, Inc.","VMware20,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl113.lidozrh.ch,lidozrhl113,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl137.lidozrh.ch,lidozrhl137,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl118.lidozrh.ch,lidozrhl118,Dell Inc. Precision 5570,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Precision 5570,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.233,lidozrhv233.lidozrh.ch,lidozrhv233,VMware Virtual Platform,Microsoft Windows 11 Enterprise x64,,Quest KACE,"VMware, Inc.","VMware20,1",Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl161.lidozrh.ch,lidozrhl161,Dell Inc. Latitude 7450,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Latitude 7450,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl162.lidozrh.ch,lidozrhl162,Dell Inc. Latitude 7450,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Latitude 7450,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl163.lidozrh.ch,lidozrhl163,Dell Inc. Latitude 7450,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Latitude 7450,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl164.lidozrh.ch,lidozrhl164,Dell Inc. Latitude 7450,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Latitude 7450,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl170.lidozrh.ch,lidozrhl170,Dell Inc. Latitude 7450,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Latitude 7450,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl171.lidozrh.ch,lidozrhl171,Dell Inc. Latitude 7450,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Latitude 7450,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl172.lidozrh.ch,lidozrhl172,Dell Inc. Latitude 7450,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Latitude 7450,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl173.lidozrh.ch,lidozrhl173,Dell Inc. Latitude 7450,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Latitude 7450,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl006.lidozrh.ch,lidozrhl006,Dell Inc. Latitude 7450,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Latitude 7450,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,team Product/ownership,team Product/ownership,virtual server,10.237.89.182,lidozrhv82.lidozrh.ch,lidozrhv82,VMware Virtual Platform,Ubuntu 24.04.4 LTS,,Quest KACE,"VMware, Inc.",VMware Virtual Platform,Etc/UTC,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,LSYFN Atlas Edge (Nugolo),ZRH,CH,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl176.lidozrh.ch,lidozrhl176,Dell Inc. Latitude 7450,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Latitude 7450,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl178.lidozrh.ch,lidozrhl178,Dell Inc. Latitude 7450,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Latitude 7450,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl177.lidozrh.ch,lidozrhl177,Dell Inc. Latitude 7450,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Latitude 7450,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl187.lidozrh.ch,lidozrhl187,Dell Inc. Latitude 7450,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Latitude 7450,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl184.lidozrh.ch,lidozrhl184,Dell Inc. Latitude 7450,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Latitude 7450,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
Lufthansa Systems FlightNav AG,LSY FN,678,Quest KACE,,it_zrh@lhsystems.com,it_zrh@lhsystems.com,workstation,,lidozrhl188.lidozrh.ch,lidozrhl188,Dell Inc. Latitude 7450,Microsoft Windows 11 Enterprise x64,,Quest KACE,Dell Inc.,Latitude 7450,Europe/Berlin,Prod,active,it_zrh@lhsystems.com,LSYFN IT Infrastructure,,,,,,,,,,,,,,
